SeriesDescription,GeoAreaName,Education level,Nature,Sex,Units,TimePeriod,Value,Cluster
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,UPPSEC,C,FEMALE,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,SECOND,C,MALE,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,LOWSEC,C,FEMALE,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,SECOND,C,BOTHSEX,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,FEMALE,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,BOTHSEX,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,MALE,PERCENT,2022,0.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PRIMAR,C,BOTHSEX,PERCENT,2022,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,MALE,PERCENT,2023,0.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PRIMAR,C,BOTHSEX,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,BOTHSEX,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PREPRI,C,FEMALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,SECOND,C,BOTHSEX,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,LOWSEC,C,FEMALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,UPPSEC,C,FEMALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,SECOND,C,MALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,LOWSEC,C,BOTHSEX,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,UPPSEC,C,BOTHSEX,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,LOWSEC,C,MALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,UPPSEC,C,MALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PRIMAR,C,FEMALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,SECOND,C,FEMALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",State of Palestine,PRIMAR,C,MALE,PERCENT,2023,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,MALE,PERCENT,2022,38.83785,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,FEMALE,PERCENT,2022,35.5631,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,MALE,PERCENT,2022,38.52243,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,BOTHSEX,PERCENT,2022,38.30492,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,FEMALE,PERCENT,2022,40.06391,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,BOTHSEX,PERCENT,2022,36.82257,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,FEMALE,PERCENT,2022,37.95605,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,MALE,PERCENT,2022,39.19363,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,BOTHSEX,PERCENT,2022,39.74492,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PREPRI,C,FEMALE,PERCENT,2023,3.33673,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,MALE,PERCENT,2023,37.759,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PREPRI,C,BOTHSEX,PERCENT,2023,3.2199,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,FEMALE,PERCENT,2023,37.21613,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PRIMAR,C,FEMALE,PERCENT,2023,35.29603,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,MALE,PERCENT,2023,37.19389,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,BOTHSEX,PERCENT,2023,36.93243,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,MALE,PERCENT,2023,36.54516,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,UPPSEC,C,BOTHSEX,PERCENT,2023,37.44417,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,LOWSEC,C,FEMALE,PERCENT,2023,37.15001,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,BOTHSEX,PERCENT,2023,37.18612,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,SECOND,C,FEMALE,PERCENT,2023,37.18115,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PRIMAR,C,MALE,PERCENT,2023,33.80692,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PREPRI,C,MALE,PERCENT,2023,1.18275,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Indonesia,PRIMAR,C,BOTHSEX,PERCENT,2023,34.86686,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,BOTHSEX,PERCENT,2001,98.40333,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,MALE,PERCENT,2001,99.14401,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,FEMALE,PERCENT,2001,97.78171,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PREPRI,E,BOTHSEX,PERCENT,2003,79.3335,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,BOTHSEX,PERCENT,2003,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,FEMALE,PERCENT,2004,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,MALE,PERCENT,2004,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,BOTHSEX,PERCENT,2004,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,BOTHSEX,PERCENT,2005,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,MALE,PERCENT,2005,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,FEMALE,PERCENT,2005,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,BOTHSEX,PERCENT,2006,95.84246,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,BOTHSEX,PERCENT,2007,98.66214,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,E,BOTHSEX,PERCENT,2008,98.44019,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),UPPSEC,C,MALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),SECOND,C,BOTHSEX,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,MALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),UPPSEC,C,BOTHSEX,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,BOTHSEX,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,FEMALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,BOTHSEX,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,FEMALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),UPPSEC,C,FEMALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),SECOND,C,MALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,MALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),SECOND,C,FEMALE,PERCENT,2013,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,FEMALE,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,BOTHSEX,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),UPPSEC,C,BOTHSEX,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),LOWSEC,C,MALE,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),SECOND,C,BOTHSEX,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),UPPSEC,C,MALE,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),SECOND,C,FEMALE,PERCENT,2014,100.0,1
"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Iran (Islamic Republic of),PRIMAR,C,MALE,PERCENT,2014,100.0,1
